userID	itemID	tagID
0	0	0
0	1	0
0	2	0
0	2	1
0	2	2
0	3	0
0	3	3
0	3	4
0	5	0
0	5	6
0	6	0
0	6	7
0	6	8
0	7	0
0	7	9
0	7	10
0	8	0
0	8	11
0	10	0
0	10	13
0	11	0
0	11	14
0	12	0
0	12	15
0	14	0
0	14	5
0	14	17
0	16	0
0	16	19
0	17	0
0	17	20
0	18	0
0	18	21
0	19	0
0	20	0
0	21	0
0	21	22
0	22	0
0	23	0
0	25	0
0	25	23
0	26	0
0	26	24
0	27	25
0	28	25
0	29	26
0	30	27
0	31	28
0	33	29
0	33	31
0	33	32
0	33	33
0	34	34
0	34	35
0	36	34
0	37	0
0	37	37
0	38	38
0	39	39
0	40	39
0	41	27
0	41	40
0	43	27
0	44	36
0	44	41
0	45	42
0	45	43
0	45	44
0	47	27
0	47	40
0	49	27
0	49	48
0	49	49
0	49	50
0	49	51
0	49	52
0	51	55
0	51	56
0	54	34
0	54	62
0	55	63
0	56	34
0	56	17
0	56	43
0	56	64
0	58	43
0	58	66
0	59	17
0	59	35
0	61	67
0	62	68
1	63	69
1	63	70
1	63	71
1	63	72
1	63	73
1	63	74
1	68	78
1	68	79
1	68	80
1	68	81
1	69	78
1	69	79
1	69	82
1	70	78
1	70	79
1	70	83
2	71	84
2	71	85
2	72	86
2	73	72
2	73	87
2	73	88
2	74	89
2	75	90
2	76	90
2	77	90
2	78	91
2	79	90
2	81	90
2	81	94
2	82	94
2	82	87
2	84	86
2	86	97
2	87	98
2	88	90
2	89	90
2	91	9
2	91	100
2	92	90
2	93	101
2	94	86
2	96	93
2	96	102
2	97	93
2	97	102
2	97	103
2	98	56
2	98	104
2	100	90
2	100	105
2	101	90
2	101	105
2	102	90
2	103	99
2	104	90
2	105	91
2	105	106
3	106	107
3	106	96
3	106	108
3	106	109
3	106	110
3	106	111
3	107	112
3	107	113
3	107	114
3	110	35
3	110	37
3	110	109
3	110	123
3	110	124
3	110	125
3	111	22
3	111	35
3	111	113
3	111	126
3	111	127
3	111	128
3	112	113
3	112	129
3	112	130
3	112	131
3	112	132
3	112	133
3	112	134
3	113	16
3	113	22
3	113	135
3	113	136
3	113	137
3	113	138
3	114	37
3	114	128
3	114	139
3	114	140
3	114	141
3	115	142
3	115	143
3	116	144
3	116	145
3	116	146
3	117	147
3	117	148
3	117	149
3	118	22
3	118	150
3	118	151
3	118	152
3	119	118
3	119	153
3	120	94
3	120	110
3	120	113
3	120	154
3	122	54
3	122	113
3	122	156
3	123	22
3	123	150
3	124	113
3	124	127
3	124	157
3	124	158
3	124	159
3	124	160
3	125	22
3	125	44
3	125	161
3	125	162
3	125	163
3	126	30
3	126	38
3	126	122
3	126	138
3	126	164
3	127	114
3	127	165
3	129	167
3	129	168
3	129	169
3	129	170
3	129	171
3	130	35
3	130	150
3	130	172
3	130	173
3	130	174
3	130	175
3	130	176
3	130	177
3	131	22
3	131	178
3	131	179
3	134	143
3	134	180
3	134	187
3	134	188
3	134	189
3	134	190
3	134	191
3	134	192
3	135	193
3	135	194
3	135	195
3	135	196
3	136	177
3	136	183
3	136	197
3	138	37
3	138	113
3	138	127
3	138	128
3	138	156
3	138	201
3	138	202
3	140	94
3	140	207
3	140	208
3	141	37
3	141	128
3	141	150
3	141	183
3	141	209
3	141	210
3	143	15
3	143	212
3	143	213
3	143	214
3	144	215
3	144	216
3	146	22
3	146	149
3	146	219
3	146	220
3	146	221
3	147	22
3	147	113
3	147	123
3	147	222
3	147	162
3	147	223
3	148	150
3	148	160
3	148	183
3	149	37
3	149	113
3	149	215
3	149	224
3	149	225
3	151	35
3	151	43
3	151	172
3	151	177
3	153	56
3	153	231
3	153	232
3	154	233
3	154	186
3	154	234
3	154	235
3	154	236
3	156	15
3	156	122
3	156	155
3	156	240
3	156	241
3	159	15
3	159	22
3	159	113
3	159	122
3	160	122
3	160	193
3	160	195
3	160	246
3	160	247
3	161	15
3	161	122
3	161	195
3	161	201
3	161	248
3	161	249
3	161	250
3	162	35
3	162	110
3	162	113
3	162	251
3	162	252
3	163	253
3	163	254
3	164	22
3	164	44
3	164	109
3	164	112
3	164	115
3	164	146
3	164	166
3	164	186
3	164	255
3	166	233
3	166	186
3	166	234
3	166	258
3	166	259
3	166	260
3	167	233
3	167	234
3	167	261
3	168	233
3	168	186
3	168	234
3	168	262
3	168	263
3	169	234
3	169	264
3	169	265
3	169	266
3	171	4
3	171	113
3	171	122
3	172	127
3	172	267
3	172	268
3	172	269
3	172	270
3	173	109
3	173	183
3	173	271
3	173	272
3	173	273
3	175	90
3	175	225
3	175	275
3	176	205
3	176	276
3	178	22
3	178	35
3	178	37
3	178	109
3	178	127
3	178	277
3	179	278
3	180	135
3	180	195
4	182	283
4	182	284
4	182	285
4	182	286
4	183	103
4	183	113
4	183	286
4	185	286
4	185	289
4	185	290
4	185	291
4	185	292
4	185	293
4	187	69
4	187	72
4	187	294
4	187	295
4	188	296
4	188	297
4	189	231
4	189	287
4	189	298
4	189	299
4	190	287
4	190	299
4	191	127
4	191	160
4	191	271
4	191	300
4	191	301
4	191	302
4	192	286
4	192	303
4	192	304
4	194	113
4	194	160
4	194	286
4	195	100
4	195	286
4	195	287
4	195	298
4	196	284
4	196	306
4	196	307
4	196	308
4	196	309
4	197	127
4	197	310
4	197	311
4	198	286
4	198	287
4	198	298
4	198	299
4	198	312
4	199	287
4	199	298
4	199	299
4	199	312
4	200	286
4	200	287
4	200	298
4	200	299
4	200	313
4	201	296
4	201	287
4	201	299
4	201	314
4	201	315
4	202	296
4	202	287
4	202	299
4	202	314
4	202	315
4	203	296
4	203	287
4	203	298
4	203	299
4	203	314
4	203	315
4	204	72
4	204	118
4	204	286
4	204	287
4	204	316
4	204	317
4	204	318
4	207	113
4	207	294
4	207	319
4	209	229
4	209	322
4	209	323
4	210	231
4	210	286
4	210	287
4	210	299
4	210	311
4	210	324
4	212	322
4	212	327
4	212	328
4	212	329
4	213	231
4	213	287
4	213	298
4	213	299
4	214	287
4	214	298
4	214	299
4	215	72
4	215	287
4	215	298
4	215	299
4	216	330
4	216	331
4	219	72
4	219	250
4	219	333
4	219	334
4	221	72
4	221	130
4	221	250
4	221	270
4	221	333
4	222	72
4	222	130
4	222	231
4	222	250
4	222	270
4	222	333
4	222	334
4	224	287
4	224	339
4	225	132
4	225	172
4	225	175
4	225	286
4	226	294
4	226	340
4	227	37
4	227	135
4	227	151
4	227	231
4	228	127
4	228	269
4	228	286
4	228	341
4	229	144
4	229	284
4	229	286
4	229	342
4	229	343
4	230	72
4	230	113
4	230	172
4	230	287
4	230	298
4	230	299
4	230	303
4	231	113
4	231	286
4	231	298
4	231	299
4	231	303
4	232	286
4	232	299
4	232	303
4	233	107
4	233	69
4	233	72
4	233	146
4	233	296
4	233	286
4	233	290
4	234	157
4	234	344
4	234	345
4	236	299
4	236	329
4	236	348
4	237	118
4	237	287
4	237	299
4	237	316
4	237	349
4	239	350
4	239	351
4	240	135
4	240	309
4	240	352
4	241	93
4	241	135
4	241	309
4	241	352
4	243	231
4	243	287
4	243	298
4	243	299
4	244	69
4	244	72
4	244	231
4	244	286
4	245	72
4	245	287
4	245	298
4	245	299
4	245	354
4	247	287
4	247	298
4	247	299
4	247	355
4	249	113
4	249	231
4	249	286
4	250	286
4	250	287
4	250	299
4	250	311
4	250	357
4	251	300
4	251	302
4	251	358
4	252	286
4	252	336
4	253	231
4	253	287
4	253	298
