userID	itemID	tagID
1	1	1
1	1	2
1	2	3
1	3	4
1	4	5
1	6	7
1	6	8
1	6	9
1	7	10
1	7	11
2	8	12
4	10	14
4	11	14
4	12	15
4	13	14
4	14	14
4	15	15
4	16	15
4	17	15
4	18	14
4	19	14
4	20	14
4	21	14
4	22	14
4	24	14
4	25	14
4	26	14
4	27	14
4	28	14
4	29	15
4	32	14
4	33	14
4	34	14
4	35	14
5	36	16
6	37	17
7	38	18
7	38	19
7	39	20
8	40	21
9	41	22
10	42	23
11	43	24
11	44	25
11	44	26
11	45	27
11	45	28
11	21	29
11	46	30
11	46	31
11	47	32
12	49	33
12	50	33
12	51	33
12	52	33
12	53	33
12	54	33
12	55	34
12	55	35
13	56	36
14	57	37
14	57	38
14	57	39
14	58	40
14	58	38
14	60	42
14	60	43
14	61	44
14	61	45
14	62	46
14	62	47
14	62	48
14	66	56
14	66	57
14	66	58
14	67	59
14	68	60
14	69	61
14	69	62
14	69	63
14	69	64
14	69	52
14	69	56
14	69	65
14	70	66
14	70	7
14	70	67
14	71	37
14	71	67
14	71	68
14	72	69
14	72	70
14	72	55
14	73	39
14	74	46
14	74	67
14	74	71
14	75	72
14	78	78
14	78	79
14	79	51
14	80	72
14	82	80
14	82	81
14	83	82
14	83	83
14	83	55
14	86	86
14	88	35
14	89	83
14	89	60
14	89	88
14	90	77
14	90	89
14	90	39
14	91	77
14	91	90
14	92	83
14	92	91
14	92	60
14	93	83
14	93	92
14	93	60
14	95	94
14	98	36
14	99	83
14	99	92
14	99	60
14	99	88
14	100	95
14	101	93
14	103	97
14	103	98
14	103	93
14	104	54
14	104	93
15	105	99
15	105	100
15	106	101
15	107	102
15	108	103
15	108	104
16	109	106
16	110	107
16	110	108
16	111	107
16	111	108
16	112	109
16	113	106
16	114	96
16	115	110
16	115	111
16	116	112
16	117	113
16	117	114
17	118	115
17	3	64
17	120	117
17	120	118
17	121	119
18	56	120
19	122	73
19	122	121
19	123	5
19	123	10
19	124	10
20	125	103
21	126	103
21	127	122
22	129	124
22	129	125
22	86	120
23	130	126
24	131	77
24	122	121
24	122	127
24	132	128
24	133	109
24	133	129
24	134	130
24	135	130
25	80	32
26	138	56
26	138	133
27	102	96
28	78	134
28	136	135
28	136	136
28	136	137
28	136	138
29	139	139
29	139	133
30	140	140
30	141	141
30	142	140
30	144	140
30	145	140
30	146	142
30	147	142
30	148	142
31	149	143
31	149	144
31	126	145
32	151	146
33	152	49
33	150	147
33	153	50
33	153	148
33	153	149
33	1	152
33	1	153
33	155	154
33	86	50
33	86	155
34	6	69
34	156	156
34	156	157
34	156	158
35	157	159
35	154	160
35	158	161
35	159	10
35	160	159
35	4	10
36	161	162
37	162	164
37	163	165
37	164	166
37	165	65
38	109	106
38	166	106
38	167	167
38	168	106
38	169	106
38	170	57
38	170	106
38	172	167
39	173	168
40	97	169
40	174	5
40	174	170
41	79	173
41	177	171
41	178	171
41	179	171
41	182	171
41	183	171
41	185	171
41	186	171
41	188	171
41	189	171
41	190	171
41	89	171
41	191	171
41	192	171
41	193	171
41	194	171
41	195	173
41	196	171
41	197	171
41	136	171
41	198	171
41	199	173
41	200	173
41	201	173
41	202	173
41	173	173
41	203	173
41	204	173
41	205	173
41	206	173
41	207	173
41	208	173
41	210	173
42	212	174
42	212	175
42	215	178
42	216	179
42	217	176
42	218	10
42	219	180
42	219	181
42	220	64
42	220	182
42	222	5
42	222	182
43	223	182
43	224	184
45	226	185
45	227	186
45	228	187
45	57	189
45	230	190
45	231	25
45	233	96
45	234	185
45	236	191
45	56	187
45	237	25
45	238	153
45	239	192
45	240	185
45	241	193
45	242	192
45	243	185
45	244	185
45	245	153
45	246	16
45	247	153
45	248	185
45	249	194
45	250	194
45	251	194
45	253	194
45	132	194
45	254	194
45	257	56
45	66	56
45	258	25
45	259	25
45	260	189
45	261	192
45	67	185
45	262	195
45	40	189
45	263	196
45	264	188
45	265	191
45	266	191
45	70	191
45	271	194
45	106	197
45	273	195
45	274	56
45	275	56
45	276	198
45	277	56
45	278	56
45	11	199
45	279	56
45	280	200
45	281	153
45	283	191
45	284	193
45	285	197
45	286	185
45	287	198
45	288	192
45	290	201
45	291	190
45	292	199
45	294	186
45	295	202
45	296	188
45	297	185
45	298	96
45	299	189
45	300	56
45	301	190
45	302	192
45	303	25
45	305	185
45	306	191
45	307	198
45	309	190
45	310	190
45	311	190
45	312	69
45	314	194
45	315	194
45	317	194
45	319	194
45	320	194
45	322	194
45	324	69
45	325	200
45	326	196
45	329	199
45	330	203
45	110	193
45	331	193
45	333	190
45	334	191
45	335	16
45	336	190
45	337	185
45	338	190
45	339	190
45	340	185
45	342	202
45	343	189
45	344	205
45	345	193
45	347	202
45	348	190
45	349	185
45	351	193
45	352	193
45	353	191
45	354	185
45	356	56
45	357	192
45	358	190
45	359	103
45	360	103
45	361	103
45	362	200
45	364	16
45	365	25
45	366	201
45	119	193
45	367	186
45	369	185
45	370	192
45	371	193
45	127	185
45	372	193
45	4	185
45	373	189
45	374	193
45	375	190
45	376	205
45	378	185
45	379	185
45	380	193
45	381	193
45	383	16
45	384	191
45	385	153
45	21	204
45	223	185
45	386	199
45	387	202
45	388	103
45	389	103
45	390	185
45	24	204
45	391	185
45	392	189
45	394	195
45	83	198
45	395	201
45	396	16
45	26	204
45	397	16
45	398	190
45	399	199
45	400	195
45	401	189
45	402	187
45	403	195
45	28	204
45	405	185
45	406	190
45	407	16
45	408	187
45	409	199
45	411	192
45	30	199
45	31	204
45	413	204
45	414	188
45	415	199
45	417	203
45	419	191
45	420	16
45	421	189
46	422	206
47	12	7
47	12	64
47	423	207
47	424	208
47	220	208
47	425	209
48	426	210
48	426	153
49	427	211
50	428	41
50	429	74
51	430	212
52	431	213
52	117	114
53	343	189
53	432	189
53	433	214
53	434	189
54	435	5
54	435	215
55	269	216
56	436	217
56	436	218
56	16	220
56	191	166
56	191	221
58	439	12
59	56	120
59	56	187
59	440	120
59	440	187
59	441	187
59	402	120
59	408	120
59	86	86
59	442	120
59	442	155
60	152	224
60	444	225
60	445	226
60	446	227
60	447	228
60	110	107
60	448	229
60	4	177
61	451	105
62	452	232
63	453	221
64	454	36
65	455	43
65	456	56
65	457	233
65	458	40
65	459	153
66	57	38
66	57	39
66	59	39
66	460	234
66	461	40
66	461	133
66	462	36
66	462	235
66	242	236
66	250	128
66	250	237
66	463	238
66	463	38
66	260	239
66	260	232
66	440	120
66	40	239
66	464	240
66	464	74
66	464	70
66	465	5
66	466	241
66	467	241
66	467	238
66	468	242
66	280	200
66	280	58
66	73	39
66	470	244
66	470	234
66	471	39
66	472	245
66	76	246
66	76	247
66	76	75
66	302	248
66	474	166
66	475	51
66	475	217
66	477	239
66	477	21
66	337	80
66	347	246
66	347	251
66	478	252
66	356	253
66	356	218
66	480	12
66	362	200
66	481	110
66	481	207
66	137	10
66	137	38
66	482	255
66	482	156
66	482	256
66	483	39
66	484	257
66	484	234
66	484	258
66	220	259
66	485	12
66	486	232
66	145	98
66	145	260
66	401	239
66	401	263
66	489	236
66	489	264
66	490	265
66	491	262
66	451	266
66	492	267
66	492	268
66	493	250
66	494	12
66	494	269
66	495	271
66	495	272
66	495	273
66	495	274
66	495	275
66	495	276
66	86	39
66	86	276
66	86	86
66	420	278
66	498	279
66	499	280
66	500	12
66	500	273
66	191	281
66	502	39
66	503	234
66	504	282
66	504	283
66	136	136
66	199	284
66	505	285
66	91	51
66	91	277
66	506	12
66	506	273
66	507	286
66	202	287
66	202	276
66	508	288
66	509	289
66	173	168
66	173	290
66	510	37
66	511	98
66	204	39
66	512	43
66	206	12
66	515	249
66	208	291
66	208	292
66	208	267
66	516	57
66	517	38
66	518	293
66	520	232
66	520	295
66	521	110
66	521	12
66	521	80
66	521	272
66	521	296
66	522	47
66	523	297
67	136	137
68	524	294
69	509	298
69	509	289
70	56	120
70	440	120
71	244	177
72	525	299
72	526	5
73	527	2
73	192	32
73	90	89
74	310	301
75	530	10
75	112	10
75	4	10
75	124	302
76	531	102
77	532	10
77	212	175
77	447	304
77	534	305
77	159	10
77	2	306
77	535	175
77	536	193
77	537	259
79	539	190
79	540	227
80	541	284
81	543	76
81	543	6
82	544	308
82	546	308
82	547	144
82	549	308
82	550	308
82	551	144
82	552	25
83	553	220
83	440	309
83	440	187
83	146	220
83	554	310
83	555	5
83	555	109
83	555	56
83	491	8
83	491	156
83	491	311
83	412	312
83	417	5
83	417	313
83	417	203
83	417	314
83	417	315
84	556	316
84	557	307
85	79	317
86	226	296
86	558	180
86	559	43
86	271	40
86	272	74
86	560	23
86	561	41
86	561	39
86	288	248
86	562	243
86	562	318
86	565	10
86	567	10
86	567	321
86	568	322
86	569	299
86	570	323
86	36	324
86	571	292
86	571	267
86	572	325
86	425	73
86	492	267
86	573	65
86	202	276
86	208	292
87	574	326
88	575	327
88	576	328
90	278	52
90	366	329
91	578	56
91	324	113
91	324	69
91	579	25
91	337	80
91	580	331
91	45	61
91	45	332
91	581	333
91	582	240
91	188	334
92	583	335
92	584	65
92	219	336
92	585	337
92	586	17
93	587	338
94	588	165
94	589	121
95	475	217
95	590	217
96	592	319
96	592	340
96	592	341
97	593	342
98	594	343
98	10	14
98	595	56
98	280	200
98	292	199
98	596	199
98	597	236
98	597	101
98	341	290
98	14	14
98	14	344
98	598	345
98	599	199
98	600	344
98	601	130
98	34	14
98	34	344
98	602	343
98	603	346
98	604	347
99	605	348
99	606	287
99	608	349
99	609	209
99	610	348
99	611	350
99	612	350
100	613	351
101	243	80
102	614	221
102	615	352
102	377	122
103	616	121
103	617	322
103	617	353
103	617	354
103	617	355
103	618	121
103	63	40
103	620	354
103	69	63
103	69	356
103	622	56
103	623	61
103	623	357
103	73	67
103	74	67
103	624	244
103	626	355
103	627	127
103	628	244
103	629	20
103	324	113
103	324	7
103	324	69
103	475	51
103	475	322
103	475	358
103	630	121
103	631	121
103	79	240
103	79	322
103	79	355
103	632	354
103	633	240
103	635	121
103	636	359
103	45	327
103	45	355
103	640	67
103	641	130
103	21	14
103	21	204
103	643	354
103	391	240
103	391	121
103	391	363
103	644	157
103	26	14
103	26	204
103	645	364
103	646	232
103	647	365
103	647	20
103	649	157
103	650	121
103	28	14
103	28	204
103	651	366
103	408	120
103	653	40
103	653	121
103	654	244
103	156	156
103	156	157
103	656	368
103	657	121
103	657	369
103	658	370
103	31	14
103	31	204
103	413	204
103	659	244
103	659	364
103	34	14
103	34	204
103	661	362
103	663	355
103	666	20
104	667	67
104	667	320
105	297	373
106	669	56
106	669	375
106	670	376
106	354	374
106	672	56
106	674	374
106	675	377
106	675	374
106	676	377
106	676	378
106	677	56
107	678	207
108	679	379
109	56	10
109	56	256
109	56	381
109	78	382
109	481	183
109	481	382
109	177	37
109	177	255
109	177	382
109	377	10
109	377	311
109	377	384
110	57	320
110	57	38
110	57	39
110	57	189
110	58	385
110	58	6
110	427	346
110	682	67
110	236	67
110	56	187
110	683	388
110	685	390
110	685	183
110	685	210
110	685	391
110	685	388
110	686	389
110	687	5
110	687	210
110	688	41
110	688	1
110	691	109
110	691	183
110	691	56
110	694	395
110	452	5
110	452	166
110	452	232
110	526	5
110	145	104
110	21	385
110	21	14
110	21	210
110	21	388
110	696	190
110	696	396
110	698	67
110	699	385
110	699	183
110	699	56
110	700	123
110	700	63
110	701	322
111	456	377
111	702	398
111	703	377
111	269	377
111	466	377
111	142	377
111	705	377
111	707	377
112	87	221
113	133	400
113	582	401
114	248	122
114	13	14
114	14	402
114	14	14
114	21	402
114	21	14
114	26	402
114	26	14
114	711	64
114	712	14
114	28	402
114	28	14
114	600	402
114	600	14
114	30	14
114	713	64
114	31	402
114	31	14
114	413	402
114	413	14
114	34	402
114	34	14
115	714	65
116	715	403
116	715	224
116	634	199
116	716	404
116	481	110
116	45	183
116	45	327
116	717	199
116	717	405
117	718	291
117	718	16
117	718	406
117	719	156
117	719	44
117	719	407
117	719	408
117	720	409
117	60	43
117	238	152
117	238	410
117	238	295
117	455	411
117	428	377
117	239	412
117	239	413
117	721	414
117	723	102
117	429	415
117	689	5
117	724	399
117	724	415
117	725	416
117	725	57
117	726	417
117	299	419
117	299	420
117	728	37
117	729	415
117	564	319
117	731	409
117	377	122
117	377	422
117	16	423
117	23	424
117	732	409
117	733	409
117	734	360
117	29	424
117	735	313
117	736	425
117	736	426
117	737	409
117	738	427
117	662	67
117	662	428
117	740	256
117	740	154
117	740	429
117	740	430
117	741	431
117	741	432
117	742	429
118	384	67
119	743	30
120	744	97
121	745	435
122	491	61
122	747	10
122	748	63
122	187	436
123	239	412
124	185	437
125	711	377
126	237	113
126	237	25
127	749	438
127	750	438
127	747	438
128	751	40
128	751	150
128	751	113
128	751	440
129	253	194
129	752	56
130	753	441
130	754	441
130	755	441
130	756	441
130	757	441
130	758	441
130	760	441
130	761	441
130	762	441
130	763	441
130	764	441
130	765	441
130	766	441
130	767	441
130	752	441
130	768	441
130	769	441
130	770	441
130	772	441
130	774	441
130	775	441
130	776	441
131	277	236
132	543	84
132	543	442
133	780	443
133	782	279
133	122	73
133	466	444
133	783	74
133	784	166
133	78	79
133	347	445
133	785	444
133	785	446
133	786	406
133	787	293
133	788	110
133	789	113
133	790	444
133	791	447
133	580	73
133	792	305
133	794	213
133	145	98
133	644	77
133	542	129
133	796	36
133	29	7
133	797	449
133	798	131
133	799	110
133	800	41
133	801	235
133	802	131
133	55	34
133	803	269
133	804	450
133	805	110
133	806	451
133	807	44
133	104	54
134	808	360
134	420	41
134	809	41
134	509	289
135	811	130
135	696	121
136	812	453
137	57	455
137	814	456
137	815	457
137	460	457
137	461	457
137	161	457
137	242	457
137	63	455
137	816	455
137	260	457
137	40	457
137	817	457
137	693	455
137	818	457
137	77	455
137	14	457
137	819	455
137	787	455
137	484	457
137	24	457
137	425	457
137	822	457
137	823	457
137	824	457
137	31	457
137	825	457
137	827	457
137	701	457
137	503	457
137	604	457
137	742	456
137	211	456
137	829	456
137	830	456
137	831	457
137	832	457
137	453	456
137	834	457
138	835	458
138	836	459
138	236	56
138	837	302
138	688	81
138	838	331
138	283	461
138	470	336
138	596	56
138	304	463
138	729	26
138	452	465
138	840	42
138	459	80
138	841	220
138	155	42
138	843	466
138	844	467
138	450	468
138	845	469
139	56	56
139	56	470
139	780	24
139	617	400
139	686	470
139	614	56
139	749	388
139	846	24
139	429	56
139	251	56
139	68	471
139	847	388
139	467	388
139	848	400
139	849	435
139	441	470
139	851	472
139	78	401
139	79	400
139	852	473
139	45	471
139	853	474
139	854	473
139	855	220
139	491	400
139	408	470
139	856	475
139	858	474
139	859	475
139	860	223
139	861	220
139	863	476
139	418	42
139	867	225
139	868	473
139	869	475
139	870	42
139	871	475
139	872	475
139	874	109
139	875	472
139	186	24
139	877	477
140	878	478
141	879	12
142	880	479
142	880	116
142	536	116
143	56	110
143	56	221
143	56	450
144	487	329
145	341	103
147	12	480
147	881	115
147	882	115
148	780	263
148	267	481
148	267	263
148	68	482
148	68	483
148	69	483
148	74	263
148	883	263
148	472	482
148	472	483
148	475	482
148	475	483
148	78	263
148	79	263
148	354	482
148	368	263
148	568	483
148	377	263
148	387	483
148	36	263
148	129	263
148	491	263
148	492	483
148	888	483
148	889	482
148	889	483
148	891	482
148	891	483
148	575	483
148	892	483
148	202	481
149	681	484
149	681	485
149	681	486
149	893	487
149	122	3
149	894	487
149	894	488
149	250	3
149	251	489
149	896	484
149	896	485
149	896	486
149	544	489
149	847	487
149	847	490
149	467	487
149	467	490
149	560	3
149	898	3
149	899	484
149	899	485
149	899	486
149	289	484
149	166	487
149	900	491
149	900	492
149	900	488
149	142	492
149	294	484
149	294	485
149	294	486
149	901	489
149	626	487
149	626	490
149	302	3
149	902	3
149	903	3
149	905	490
149	907	489
149	908	489
149	347	490
149	42	490
149	365	487
149	909	489
149	910	3
149	160	489
149	367	3
149	368	489
149	911	491
149	911	492
149	912	489
149	134	489
149	915	489
149	146	489
149	916	3
149	21	489
149	917	491
149	917	492
149	918	485
149	82	3
149	919	489
149	38	487
149	38	488
149	920	489
149	648	489
149	921	489
