userID	tagID
0	0
0	4
0	5
0	6
0	1
0	2
0	7
0	3
0	8
0	9
0	10
0	11
0	12
0	13
0	14
0	15
0	16
0	17
0	18
0	19
0	20
0	21
0	22
1	4
1	1
1	2
1	19
1	23
1	24
1	30
1	20
1	25
1	26
1	31
1	32
2	14
2	16
2	2
2	4
2	34
2	36
2	37
2	33
2	38
2	39
2	41
2	42
2	13
2	43
2	44
2	46
2	47
2	48
2	50
2	51
2	52
2	53
2	49
2	35
2	54
3	56
3	55
3	57
3	58
3	59
4	62
4	63
4	64
4	65
5	66
5	67
6	13
6	68
6	69
6	70
6	33
6	71
7	75
7	33
7	72
7	73
7	76
7	74
7	77
7	29
7	78
7	79
7	80
7	69
7	36
7	81
8	82
8	83
8	36
9	13
9	84
9	85
9	33
9	87
9	62
10	88
10	89
10	90
10	53
10	2
10	69
10	91
10	36
10	92
10	11
10	93
10	13
10	33
10	82
10	62
10	38
10	47
10	94
10	52
10	41
10	86
10	95
10	96
10	97
10	44
10	98
10	99
10	84
10	63
10	100
10	85
10	103
10	104
10	87
10	105
10	71
10	40
10	107
10	108
10	109
10	106
10	46
10	112
10	113
10	110
10	111
10	4
10	102
10	49
10	101
11	2
11	13
11	11
11	114
11	68
11	121
11	115
11	116
11	117
11	118
11	119
11	122
11	123
11	135
11	85
11	136
11	137
11	138
12	14
12	16
12	139
12	140
12	86
12	141
12	142
12	143
12	144
12	145
12	146
12	147
12	148
12	34
12	150
12	151
12	152
12	153
12	154
12	155
12	117
12	156
12	149
12	160
12	39
12	13
12	161
12	162
12	163
12	164
12	165
12	92
12	97
12	157
12	158
12	159
12	166
12	167
12	168
12	169
13	2
13	49
13	125
13	170
13	171
13	172
13	173
13	174
13	175
14	2
14	36
14	82
14	68
14	71
14	176
14	13
14	86
14	177
14	178
14	85
14	179
14	180
14	33
14	101
14	11
14	62
14	63
14	181
14	121
14	182
14	131
14	183
14	188
14	184
14	38
14	185
14	186
14	189
16	5
17	191
17	192
17	107
17	1
17	25
18	2
18	13
18	16
18	11
18	26
18	36
18	82
18	49
18	66
18	68
18	93
18	115
18	118
18	120
18	180
18	189
18	194
18	195
18	196
18	197
18	198
18	199
18	200
18	201
18	202
18	203
18	204
18	33
18	205
18	206
18	207
18	208
18	209
18	210
18	83
18	172
18	212
18	213
18	178
